order_id,order_datetime,order_date,customer_id,restaurant_id,area_id,order_value,discount,payment_method,order_status,promotion
O0062780,2025-02-05 18:00:00,2025-02-05,C13512,R05,A05,530.0,0,UPI,Completed,False
O0062781,2025-02-05 19:00:00,2025-02-05,C09198,R06,A06,190.0,0,UPI,Completed,False
O0062782,2025-02-05 20:00:00,2025-02-05,C01305,R06,A06,340.0,0,Card,Completed,False
O0062783,2025-02-05 18:00:00,2025-02-05,C10052,R06,A06,1200.0,0,UPI,Completed,False
O0062784,2025-02-05 19:00:00,2025-02-05,C03699,R06,A06,490.0,0,Card,Completed,False
O0062785,2025-02-05 14:00:00,2025-02-05,C15899,R06,A06,240.0,0,UPI,Completed,False
O0062786,2025-02-05 18:00:00,2025-02-05,C14057,R06,A06,160.0,0,Wallet,Completed,False
O0062787,2025-02-05 12:00:00,2025-02-05,C14664,R06,A06,260.0,0,Card,Completed,False
O0062788,2025-02-05 13:00:00,2025-02-05,C08249,R06,A06,390.0,0,UPI,Completed,False
O0062789,2025-02-05 21:00:00,2025-02-05,C08616,R06,A06,1080.0,0,UPI,Completed,False
O0062790,2025-02-05 18:00:00,2025-02-05,C14254,R06,A06,190.0,0,UPI,Completed,False
O0062791,2025-02-05 14:00:00,2025-02-05,C17967,R06,A06,1070.0,0,Cash,Completed,False
O0062792,2025-02-05 18:00:00,2025-02-05,C07747,R06,A06,360.0,0,UPI,Completed,False
O0062793,2025-02-05 20:00:00,2025-02-05,C07113,R06,A06,440.0,0,UPI,Completed,False
O0062794,2025-02-05 18:00:00,2025-02-05,C13922,R06,A06,460.0,0,UPI,Completed,False
O0062795,2025-02-05 21:00:00,2025-02-05,C03670,R06,A06,460.0,0,UPI,Completed,False
O0062796,2025-02-05 13:00:00,2025-02-05,C11319,R07,A07,1161.0,10,Card,Completed,True
O0062797,2025-02-05 20:00:00,2025-02-05,C14837,R07,A07,440.0,0,Cash,Completed,False
O0062798,2025-02-05 21:00:00,2025-02-05,C00752,R07,A07,504.0,10,Card,Completed,True
O0062799,2025-02-05 19:00:00,2025-02-05,C07553,R07,A07,980.0,0,UPI,Completed,False
O0062800,2025-02-05 19:00:00,2025-02-05,C07937,R07,A07,230.0,0,Card,Completed,False
O0062801,2025-02-05 18:00:00,2025-02-05,C17644,R07,A07,680.0,0,Cash,Completed,False
O0062802,2025-02-05 11:00:00,2025-02-05,C13587,R07,A07,210.0,0,UPI,Completed,False
O0062803,2025-02-05 14:00:00,2025-02-05,C10633,R07,A07,1160.0,0,UPI,Completed,False
O0062804,2025-02-05 20:00:00,2025-02-05,C00745,R07,A07,620.0,0,Cash,Completed,False
O0062805,2025-02-05 11:00:00,2025-02-05,C15513,R07,A07,340.0,0,UPI,Completed,False
O0062806,2025-02-05 11:00:00,2025-02-05,C14726,R07,A07,1020.0,0,Card,Completed,False
O0062807,2025-02-05 13:00:00,2025-02-05,C17050,R07,A07,490.0,0,Cash,Completed,False
O0062808,2025-02-05 13:00:00,2025-02-05,C07645,R07,A07,450.0,0,Cash,Completed,False
O0062809,2025-02-05 19:00:00,2025-02-05,C09377,R07,A07,630.0,0,UPI,Completed,False
O0062810,2025-02-05 20:00:00,2025-02-05,C06024,R08,A08,238.0,15,Card,Completed,True
O0062811,2025-02-05 12:00:00,2025-02-05,C03743,R08,A08,460.0,0,Wallet,Completed,False
O0062812,2025-02-05 12:00:00,2025-02-05,C06732,R08,A08,840.0,0,Cash,Completed,False
O0062813,2025-02-05 19:00:00,2025-02-05,C17988,R08,A08,240.0,0,UPI,Completed,False
O0062814,2025-02-05 21:00:00,2025-02-05,C10907,R08,A08,180.0,0,Card,Completed,False
O0062815,2025-02-05 13:00:00,2025-02-05,C05561,R08,A08,323.0,5,Wallet,Completed,True
O0062816,2025-02-05 21:00:00,2025-02-05,C02404,R08,A08,320.0,0,Card,Completed,False
O0062817,2025-02-05 13:00:00,2025-02-05,C15935,R08,A08,960.0,0,Card,Completed,False
O0062818,2025-02-05 21:00:00,2025-02-05,C03160,R08,A08,230.0,0,Wallet,Completed,False
O0062819,2025-02-05 12:00:00,2025-02-05,C09259,R08,A08,198.0,10,UPI,Completed,True
O0062820,2025-02-05 14:00:00,2025-02-05,C09203,R08,A08,240.0,0,Card,Completed,False
O0062821,2025-02-05 14:00:00,2025-02-05,C05024,R08,A08,660.0,0,Card,Completed,False
O0062822,2025-02-05 19:00:00,2025-02-05,C06153,R08,A08,280.0,0,Wallet,Completed,False
O0062823,2025-02-05 12:00:00,2025-02-05,C13126,R08,A08,440.0,0,Card,Completed,False
O0062824,2025-02-05 21:00:00,2025-02-05,C05183,R08,A08,380.0,0,Wallet,Completed,False
O0062825,2025-02-05 18:00:00,2025-02-05,C03155,R08,A08,410.0,0,UPI,Completed,False
O0062826,2025-02-05 14:00:00,2025-02-05,C02217,R08,A08,204.0,15,UPI,Completed,True
O0062827,2025-02-05 19:00:00,2025-02-05,C17155,R08,A08,220.0,0,UPI,Completed,False
O0062828,2025-02-05 14:00:00,2025-02-05,C03762,R08,A08,260.0,0,Cash,Completed,False
O0062829,2025-02-05 21:00:00,2025-02-05,C09895,R08,A08,389.5,5,UPI,Completed,True
O0062830,2025-02-06 19:00:00,2025-02-06,C07578,R01,A01,680.0,0,Card,Completed,False
O0062831,2025-02-06 13:00:00,2025-02-06,C15348,R01,A01,390.0,0,Wallet,Completed,False
O0062832,2025-02-06 19:00:00,2025-02-06,C05759,R01,A01,260.0,0,UPI,Completed,False
O0062833,2025-02-06 21:00:00,2025-02-06,C13707,R01,A01,304.0,5,UPI,Completed,True
O0062834,2025-02-06 13:00:00,2025-02-06,C04017,R01,A01,110.0,0,UPI,Completed,False
O0062835,2025-02-06 13:00:00,2025-02-06,C16614,R01,A01,816.0,15,UPI,Completed,True
O0062836,2025-02-06 12:00:00,2025-02-06,C02323,R01,A01,390.0,0,Cash,Completed,False
O0062837,2025-02-06 21:00:00,2025-02-06,C11626,R01,A01,160.0,0,Card,Completed,False
O0062838,2025-02-06 21:00:00,2025-02-06,C08818,R01,A01,910.0,0,UPI,Completed,False
O0062839,2025-02-06 11:00:00,2025-02-06,C03520,R01,A01,510.0,0,Card,Completed,False
O0062840,2025-02-06 18:00:00,2025-02-06,C04258,R01,A01,1070.0,0,UPI,Completed,False
O0062841,2025-02-06 21:00:00,2025-02-06,C06355,R01,A01,260.0,0,Card,Completed,False
O0062842,2025-02-06 14:00:00,2025-02-06,C12078,R01,A01,420.0,0,Card,Completed,False
O0062843,2025-02-06 20:00:00,2025-02-06,C15538,R01,A01,890.0,0,UPI,Completed,False
O0062844,2025-02-06 20:00:00,2025-02-06,C06567,R01,A01,460.0,0,Cash,Completed,False
O0062845,2025-02-06 20:00:00,2025-02-06,C16769,R01,A01,150.0,0,Wallet,Completed,False
O0062846,2025-02-06 12:00:00,2025-02-06,C17050,R01,A01,220.0,0,UPI,Completed,False
O0062847,2025-02-06 18:00:00,2025-02-06,C07572,R01,A01,837.0,10,Card,Completed,True
O0062848,2025-02-06 19:00:00,2025-02-06,C14518,R01,A01,550.0,0,UPI,Completed,False
O0062849,2025-02-06 19:00:00,2025-02-06,C05230,R01,A01,240.0,0,Wallet,Completed,False
O0062850,2025-02-06 18:00:00,2025-02-06,C10111,R01,A01,176.0,20,UPI,Completed,True
O0062851,2025-02-06 14:00:00,2025-02-06,C16683,R01,A01,920.0,0,UPI,Completed,False
O0062852,2025-02-06 14:00:00,2025-02-06,C16527,R02,A02,460.0,0,UPI,Completed,False
O0062853,2025-02-06 18:00:00,2025-02-06,C02963,R02,A02,630.0,0,UPI,Completed,False
O0062854,2025-02-06 14:00:00,2025-02-06,C15684,R02,A02,340.0,0,UPI,Completed,False
O0062855,2025-02-06 13:00:00,2025-02-06,C06494,R02,A02,340.0,0,Card,Completed,False
O0062856,2025-02-06 20:00:00,2025-02-06,C13513,R02,A02,640.0,0,UPI,Completed,False
O0062857,2025-02-06 12:00:00,2025-02-06,C08008,R02,A02,450.0,0,Cash,Completed,False
O0062858,2025-02-06 19:00:00,2025-02-06,C07863,R02,A02,320.0,20,Cash,Completed,True
O0062859,2025-02-06 11:00:00,2025-02-06,C14999,R02,A02,220.0,0,Card,Completed,False
O0062860,2025-02-06 18:00:00,2025-02-06,C09369,R02,A02,370.0,0,Card,Completed,False
O0062861,2025-02-06 21:00:00,2025-02-06,C14602,R02,A02,720.0,0,UPI,Completed,False
O0062862,2025-02-06 11:00:00,2025-02-06,C11501,R02,A02,340.0,0,Card,Completed,False
O0062863,2025-02-06 21:00:00,2025-02-06,C02456,R02,A02,780.0,0,Card,Completed,False
O0062864,2025-02-06 11:00:00,2025-02-06,C05183,R02,A02,600.0,0,UPI,Completed,False
O0062865,2025-02-06 21:00:00,2025-02-06,C16763,R02,A02,959.5,5,UPI,Completed,True
O0062866,2025-02-06 18:00:00,2025-02-06,C13171,R02,A02,110.0,0,Cash,Completed,False
O0062867,2025-02-06 21:00:00,2025-02-06,C03947,R02,A02,1110.0,0,UPI,Completed,False
O0062868,2025-02-06 14:00:00,2025-02-06,C02089,R02,A02,1140.0,0,Card,Completed,False
O0062869,2025-02-06 19:00:00,2025-02-06,C07096,R02,A02,220.0,0,Card,Completed,False
O0062870,2025-02-06 18:00:00,2025-02-06,C09455,R02,A02,700.0,0,Cash,Completed,False
O0062871,2025-02-06 12:00:00,2025-02-06,C08232,R02,A02,108.0,10,Wallet,Completed,True
O0062872,2025-02-06 18:00:00,2025-02-06,C11809,R02,A02,700.0,0,Card,Completed,False
O0062873,2025-02-06 18:00:00,2025-02-06,C16939,R02,A02,161.5,15,UPI,Completed,True
O0062874,2025-02-06 11:00:00,2025-02-06,C08081,R02,A02,240.0,0,Card,Completed,False
O0062875,2025-02-06 13:00:00,2025-02-06,C09967,R02,A02,423.0,10,Card,Completed,True
O0062876,2025-02-06 13:00:00,2025-02-06,C08937,R02,A02,1260.0,0,Cash,Completed,False
O0062877,2025-02-06 13:00:00,2025-02-06,C03681,R03,A03,420.0,0,UPI,Completed,False
O0062878,2025-02-06 13:00:00,2025-02-06,C12904,R03,A03,304.0,5,UPI,Completed,True
O0062879,2025-02-06 19:00:00,2025-02-06,C13860,R03,A03,1040.0,0,UPI,Completed,False
O0062880,2025-02-06 13:00:00,2025-02-06,C06050,R03,A03,340.0,0,UPI,Completed,False
O0062881,2025-02-06 13:00:00,2025-02-06,C11791,R03,A03,440.0,0,Wallet,Completed,False
O0062882,2025-02-06 21:00:00,2025-02-06,C06721,R03,A03,152.0,5,Cash,Completed,True
O0062883,2025-02-06 20:00:00,2025-02-06,C07751,R03,A03,740.0,0,Card,Completed,False
O0062884,2025-02-06 14:00:00,2025-02-06,C00247,R03,A03,440.0,0,Card,Completed,False
O0062885,2025-02-06 11:00:00,2025-02-06,C06242,R03,A03,280.0,0,UPI,Completed,False
O0062886,2025-02-06 20:00:00,2025-02-06,C15667,R03,A03,1240.0,0,UPI,Completed,False
O0062887,2025-02-06 21:00:00,2025-02-06,C01556,R03,A03,680.0,0,UPI,Completed,False
O0062888,2025-02-06 14:00:00,2025-02-06,C14015,R03,A03,450.0,0,UPI,Completed,False
O0062889,2025-02-06 21:00:00,2025-02-06,C04882,R03,A03,340.0,0,UPI,Completed,False
O0062890,2025-02-06 12:00:00,2025-02-06,C02666,R03,A03,360.0,0,UPI,Completed,False
O0062891,2025-02-06 21:00:00,2025-02-06,C07290,R03,A03,320.0,0,Card,Completed,False
O0062892,2025-02-06 20:00:00,2025-02-06,C10591,R03,A03,680.0,0,Card,Completed,False
O0062893,2025-02-06 21:00:00,2025-02-06,C17042,R03,A03,178.5,15,Cash,Completed,True
O0062894,2025-02-06 19:00:00,2025-02-06,C00705,R03,A03,780.0,0,Cash,Completed,False
O0062895,2025-02-06 12:00:00,2025-02-06,C11431,R03,A03,260.0,0,UPI,Completed,False
O0062896,2025-02-06 14:00:00,2025-02-06,C08315,R03,A03,720.0,0,UPI,Completed,False
O0062897,2025-02-06 21:00:00,2025-02-06,C17605,R03,A03,320.0,0,UPI,Completed,False
O0062898,2025-02-06 12:00:00,2025-02-06,C17114,R03,A03,560.0,0,UPI,Completed,False
O0062899,2025-02-06 21:00:00,2025-02-06,C15683,R03,A03,220.0,0,UPI,Completed,False
O0062900,2025-02-06 11:00:00,2025-02-06,C01235,R03,A03,220.0,0,Card,Completed,False
O0062901,2025-02-06 21:00:00,2025-02-06,C01552,R03,A03,330.0,0,UPI,Completed,False
O0062902,2025-02-06 18:00:00,2025-02-06,C17876,R04,A04,440.0,0,UPI,Completed,False
O0062903,2025-02-06 21:00:00,2025-02-06,C01912,R04,A04,420.0,0,Cash,Completed,False
O0062904,2025-02-06 20:00:00,2025-02-06,C09606,R04,A04,1180.0,0,UPI,Completed,False
O0062905,2025-02-06 19:00:00,2025-02-06,C06906,R04,A04,240.0,0,Wallet,Completed,False
O0062906,2025-02-06 11:00:00,2025-02-06,C16236,R04,A04,93.5,15,Cash,Completed,True
O0062907,2025-02-06 12:00:00,2025-02-06,C09422,R04,A04,440.0,0,UPI,Completed,False
O0062908,2025-02-06 12:00:00,2025-02-06,C02538,R04,A04,640.0,0,Card,Completed,False
O0062909,2025-02-06 12:00:00,2025-02-06,C00364,R04,A04,230.0,0,UPI,Completed,False
O0062910,2025-02-06 14:00:00,2025-02-06,C10947,R04,A04,110.0,0,Wallet,Completed,False
O0062911,2025-02-06 21:00:00,2025-02-06,C06449,R04,A04,180.0,0,UPI,Completed,False
O0062912,2025-02-06 12:00:00,2025-02-06,C07196,R04,A04,560.5,5,Card,Completed,True
O0062913,2025-02-06 20:00:00,2025-02-06,C00610,R04,A04,150.0,0,Wallet,Completed,False
O0062914,2025-02-06 19:00:00,2025-02-06,C04030,R04,A04,1050.0,0,UPI,Completed,False
O0062915,2025-02-06 21:00:00,2025-02-06,C10715,R04,A04,234.0,10,UPI,Completed,True
O0062916,2025-02-06 11:00:00,2025-02-06,C02796,R04,A04,680.0,0,Card,Completed,False
O0062917,2025-02-06 14:00:00,2025-02-06,C00983,R04,A04,390.0,0,Wallet,Completed,False
O0062918,2025-02-06 18:00:00,2025-02-06,C13158,R04,A04,240.0,0,UPI,Completed,False
O0062919,2025-02-06 20:00:00,2025-02-06,C15435,R04,A04,360.0,0,UPI,Completed,False
O0062920,2025-02-06 21:00:00,2025-02-06,C01700,R04,A04,127.5,15,UPI,Completed,True
O0062921,2025-02-06 20:00:00,2025-02-06,C07003,R05,A05,460.0,0,UPI,Completed,False
O0062922,2025-02-06 18:00:00,2025-02-06,C07209,R05,A05,360.0,0,Card,Completed,False
O0062923,2025-02-06 18:00:00,2025-02-06,C16200,R05,A05,240.0,0,UPI,Completed,False
O0062924,2025-02-06 19:00:00,2025-02-06,C10643,R05,A05,440.0,0,Card,Completed,False
O0062925,2025-02-06 19:00:00,2025-02-06,C09129,R05,A05,1080.0,0,Card,Completed,False
O0062926,2025-02-06 21:00:00,2025-02-06,C11104,R05,A05,360.0,0,Cash,Completed,False
O0062927,2025-02-06 11:00:00,2025-02-06,C16253,R05,A05,560.0,0,Cash,Completed,False
O0062928,2025-02-06 18:00:00,2025-02-06,C17612,R05,A05,288.0,10,Card,Completed,True
O0062929,2025-02-06 14:00:00,2025-02-06,C09349,R05,A05,640.0,0,Card,Completed,False
O0062930,2025-02-06 13:00:00,2025-02-06,C11536,R05,A05,430.0,0,UPI,Completed,False
O0062931,2025-02-06 14:00:00,2025-02-06,C08822,R05,A05,520.0,0,Card,Completed,False
O0062932,2025-02-06 13:00:00,2025-02-06,C16164,R05,A05,340.0,0,Card,Completed,False
O0062933,2025-02-06 12:00:00,2025-02-06,C01152,R05,A05,260.0,0,UPI,Completed,False
O0062934,2025-02-06 19:00:00,2025-02-06,C07008,R05,A05,110.0,0,Card,Completed,False
O0062935,2025-02-06 14:00:00,2025-02-06,C06012,R05,A05,320.0,0,Card,Completed,False
O0062936,2025-02-06 14:00:00,2025-02-06,C17577,R05,A05,1170.0,0,UPI,Completed,False
O0062937,2025-02-06 13:00:00,2025-02-06,C01951,R05,A05,220.0,0,Wallet,Completed,False
O0062938,2025-02-06 14:00:00,2025-02-06,C06135,R05,A05,390.0,0,UPI,Completed,False
O0062939,2025-02-06 12:00:00,2025-02-06,C04940,R05,A05,240.0,0,Cash,Completed,False
O0062940,2025-02-06 13:00:00,2025-02-06,C11034,R05,A05,670.0,0,Card,Completed,False
O0062941,2025-02-06 12:00:00,2025-02-06,C04094,R06,A06,780.0,0,Card,Completed,False
O0062942,2025-02-06 19:00:00,2025-02-06,C08518,R06,A06,162.0,10,UPI,Completed,True
O0062943,2025-02-06 20:00:00,2025-02-06,C10067,R06,A06,190.0,0,UPI,Completed,False
O0062944,2025-02-06 12:00:00,2025-02-06,C04867,R06,A06,340.0,0,UPI,Completed,False
O0062945,2025-02-06 20:00:00,2025-02-06,C16000,R06,A06,300.0,0,Wallet,Completed,False
O0062946,2025-02-06 18:00:00,2025-02-06,C03417,R06,A06,1580.0,0,UPI,Completed,False
O0062947,2025-02-06 20:00:00,2025-02-06,C07146,R06,A06,782.0,15,UPI,Completed,True
O0062948,2025-02-06 19:00:00,2025-02-06,C02177,R06,A06,190.0,0,Wallet,Completed,False
O0062949,2025-02-06 20:00:00,2025-02-06,C05350,R06,A06,220.0,0,Cash,Completed,False
O0062950,2025-02-06 21:00:00,2025-02-06,C11081,R06,A06,280.0,0,UPI,Completed,False
O0062951,2025-02-06 18:00:00,2025-02-06,C13983,R06,A06,135.0,10,Card,Completed,True
O0062952,2025-02-06 20:00:00,2025-02-06,C05224,R06,A06,860.0,0,Card,Completed,False
O0062953,2025-02-06 13:00:00,2025-02-06,C14398,R06,A06,190.0,0,UPI,Completed,False
O0062954,2025-02-06 14:00:00,2025-02-06,C02510,R06,A06,560.0,0,UPI,Completed,False
O0062955,2025-02-06 12:00:00,2025-02-06,C11259,R07,A07,544.0,15,Card,Completed,True
O0062956,2025-02-06 18:00:00,2025-02-06,C02498,R07,A07,230.0,0,Cash,Completed,False
O0062957,2025-02-06 21:00:00,2025-02-06,C04508,R07,A07,1040.0,0,Card,Completed,False
O0062958,2025-02-06 21:00:00,2025-02-06,C07330,R07,A07,93.5,15,UPI,Completed,True
O0062959,2025-02-06 12:00:00,2025-02-06,C12361,R07,A07,240.0,0,Card,Completed,False
O0062960,2025-02-06 20:00:00,2025-02-06,C16356,R07,A07,120.0,0,UPI,Completed,False
O0062961,2025-02-06 18:00:00,2025-02-06,C12986,R07,A07,1100.0,0,Card,Completed,False
O0062962,2025-02-06 20:00:00,2025-02-06,C09703,R07,A07,230.0,0,UPI,Completed,False
O0062963,2025-02-06 21:00:00,2025-02-06,C04122,R07,A07,440.0,0,Card,Completed,False
O0062964,2025-02-06 21:00:00,2025-02-06,C09125,R07,A07,920.0,0,Wallet,Completed,False
O0062965,2025-02-06 14:00:00,2025-02-06,C00356,R07,A07,630.0,0,UPI,Completed,False
O0062966,2025-02-06 19:00:00,2025-02-06,C17077,R07,A07,180.5,5,Card,Completed,True
O0062967,2025-02-06 12:00:00,2025-02-06,C17285,R07,A07,220.0,0,UPI,Completed,False
O0062968,2025-02-06 19:00:00,2025-02-06,C01103,R07,A07,646.0,5,UPI,Completed,True
O0062969,2025-02-06 12:00:00,2025-02-06,C02183,R07,A07,374.0,15,UPI,Completed,True
O0062970,2025-02-06 14:00:00,2025-02-06,C06478,R07,A07,520.0,0,Wallet,Completed,False
O0062971,2025-02-06 14:00:00,2025-02-06,C10070,R07,A07,280.0,0,Card,Completed,False
O0062972,2025-02-06 12:00:00,2025-02-06,C03219,R07,A07,240.0,0,UPI,Completed,False
O0062973,2025-02-06 18:00:00,2025-02-06,C02244,R07,A07,1550.0,0,UPI,Completed,False
O0062974,2025-02-06 12:00:00,2025-02-06,C11365,R07,A07,680.0,0,UPI,Completed,False
O0062975,2025-02-06 19:00:00,2025-02-06,C13969,R07,A07,320.0,0,UPI,Completed,False
O0062976,2025-02-06 18:00:00,2025-02-06,C06676,R08,A08,180.0,0,Card,Completed,False
O0062977,2025-02-06 18:00:00,2025-02-06,C07584,R08,A08,204.0,15,Wallet,Completed,True
O0062978,2025-02-06 14:00:00,2025-02-06,C02719,R08,A08,430.0,0,UPI,Completed,False
O0062979,2025-02-06 13:00:00,2025-02-06,C08666,R08,A08,210.0,0,UPI,Completed,False
O0062980,2025-02-06 21:00:00,2025-02-06,C05334,R08,A08,240.0,0,UPI,Completed,False
O0062981,2025-02-06 20:00:00,2025-02-06,C14582,R08,A08,220.0,0,UPI,Completed,False
O0062982,2025-02-06 20:00:00,2025-02-06,C11269,R08,A08,460.0,0,UPI,Completed,False
O0062983,2025-02-06 20:00:00,2025-02-06,C16404,R08,A08,220.0,0,UPI,Completed,False
O0062984,2025-02-06 13:00:00,2025-02-06,C14069,R08,A08,460.0,0,Wallet,Completed,False
O0062985,2025-02-06 20:00:00,2025-02-06,C08294,R08,A08,420.0,0,UPI,Completed,False
O0062986,2025-02-06 18:00:00,2025-02-06,C16480,R08,A08,850.0,0,Wallet,Completed,False
O0062987,2025-02-06 21:00:00,2025-02-06,C00097,R08,A08,240.0,0,Cash,Completed,False
O0062988,2025-02-06 19:00:00,2025-02-06,C06826,R08,A08,171.0,5,Card,Completed,True
O0062989,2025-02-06 12:00:00,2025-02-06,C13689,R08,A08,640.0,0,UPI,Completed,False
O0062990,2025-02-06 14:00:00,2025-02-06,C16831,R08,A08,480.0,0,Card,Completed,False
O0062991,2025-02-06 14:00:00,2025-02-06,C05184,R08,A08,663.0,15,Wallet,Completed,True
O0062992,2025-02-06 19:00:00,2025-02-06,C14654,R08,A08,720.0,0,Card,Completed,False
O0062993,2025-02-06 18:00:00,2025-02-06,C10113,R08,A08,288.0,20,UPI,Completed,True
O0062994,2025-02-07 14:00:00,2025-02-07,C09585,R01,A01,320.0,0,UPI,Completed,False
O0062995,2025-02-07 13:00:00,2025-02-07,C00693,R01,A01,1380.0,0,Card,Completed,False
O0062996,2025-02-07 21:00:00,2025-02-07,C12757,R01,A01,102.0,15,Card,Completed,True
O0062997,2025-02-07 13:00:00,2025-02-07,C01290,R01,A01,320.0,0,Card,Completed,False
O0062998,2025-02-07 19:00:00,2025-02-07,C15835,R01,A01,440.0,0,Wallet,Completed,False
O0062999,2025-02-07 18:00:00,2025-02-07,C06121,R01,A01,760.0,0,Cash,Completed,False
O0063000,2025-02-07 19:00:00,2025-02-07,C11028,R01,A01,380.0,0,UPI,Completed,False
O0063001,2025-02-07 11:00:00,2025-02-07,C06439,R01,A01,320.0,0,Cash,Completed,False
O0063002,2025-02-07 14:00:00,2025-02-07,C11269,R01,A01,160.0,0,Card,Completed,False
O0063003,2025-02-07 12:00:00,2025-02-07,C12898,R01,A01,440.0,0,Card,Completed,False
O0063004,2025-02-07 19:00:00,2025-02-07,C03610,R01,A01,520.0,0,Card,Completed,False
O0063005,2025-02-07 11:00:00,2025-02-07,C07443,R01,A01,630.0,0,UPI,Completed,False
O0063006,2025-02-07 18:00:00,2025-02-07,C01106,R01,A01,540.0,0,Cash,Completed,False
O0063007,2025-02-07 20:00:00,2025-02-07,C14016,R01,A01,370.0,0,Card,Completed,False
O0063008,2025-02-07 21:00:00,2025-02-07,C13090,R01,A01,720.0,0,UPI,Completed,False
O0063009,2025-02-07 13:00:00,2025-02-07,C11309,R01,A01,370.0,0,Card,Completed,False
O0063010,2025-02-07 11:00:00,2025-02-07,C10772,R01,A01,860.0,0,Wallet,Completed,False
O0063011,2025-02-07 14:00:00,2025-02-07,C15851,R01,A01,480.0,0,Wallet,Completed,False
O0063012,2025-02-07 18:00:00,2025-02-07,C02125,R01,A01,440.0,0,UPI,Completed,False
O0063013,2025-02-07 18:00:00,2025-02-07,C05620,R01,A01,480.0,0,UPI,Completed,False
O0063014,2025-02-07 20:00:00,2025-02-07,C17579,R01,A01,110.0,0,UPI,Completed,False
O0063015,2025-02-07 18:00:00,2025-02-07,C04963,R01,A01,306.0,15,Wallet,Completed,True
O0063016,2025-02-07 12:00:00,2025-02-07,C04300,R01,A01,980.0,0,UPI,Completed,False
O0063017,2025-02-07 19:00:00,2025-02-07,C01476,R02,A02,240.0,0,Wallet,Completed,False
O0063018,2025-02-07 21:00:00,2025-02-07,C10275,R02,A02,770.0,0,Card,Completed,False
O0063019,2025-02-07 18:00:00,2025-02-07,C16671,R02,A02,810.0,10,Card,Completed,True
O0063020,2025-02-07 20:00:00,2025-02-07,C03958,R02,A02,230.0,0,Card,Completed,False
O0063021,2025-02-07 20:00:00,2025-02-07,C15872,R02,A02,160.0,0,Wallet,Completed,False
O0063022,2025-02-07 20:00:00,2025-02-07,C02100,R02,A02,700.0,0,UPI,Completed,False
O0063023,2025-02-07 21:00:00,2025-02-07,C06374,R02,A02,450.0,0,UPI,Completed,False
O0063024,2025-02-07 13:00:00,2025-02-07,C10034,R02,A02,260.0,0,Wallet,Completed,False
O0063025,2025-02-07 12:00:00,2025-02-07,C09456,R02,A02,230.0,0,Card,Completed,False
O0063026,2025-02-07 21:00:00,2025-02-07,C05922,R02,A02,1540.0,0,Card,Completed,False
O0063027,2025-02-07 19:00:00,2025-02-07,C11251,R02,A02,460.0,0,Card,Completed,False
O0063028,2025-02-07 19:00:00,2025-02-07,C07066,R02,A02,390.0,0,Card,Completed,False
O0063029,2025-02-07 20:00:00,2025-02-07,C11733,R02,A02,1380.0,0,Card,Completed,False
O0063030,2025-02-07 13:00:00,2025-02-07,C16498,R02,A02,331.5,15,Cash,Completed,True
O0063031,2025-02-07 20:00:00,2025-02-07,C15205,R02,A02,260.0,0,UPI,Completed,False
O0063032,2025-02-07 18:00:00,2025-02-07,C12318,R02,A02,324.0,10,Card,Completed,True
O0063033,2025-02-07 20:00:00,2025-02-07,C09707,R02,A02,228.0,5,Card,Completed,True
O0063034,2025-02-07 11:00:00,2025-02-07,C07025,R02,A02,340.0,0,UPI,Completed,False
O0063035,2025-02-07 19:00:00,2025-02-07,C02313,R02,A02,110.0,0,UPI,Completed,False
O0063036,2025-02-07 11:00:00,2025-02-07,C02783,R02,A02,440.0,0,Cash,Completed,False
O0063037,2025-02-07 14:00:00,2025-02-07,C13547,R02,A02,230.0,0,Card,Completed,False
O0063038,2025-02-07 14:00:00,2025-02-07,C02854,R02,A02,460.0,0,UPI,Completed,False
O0063039,2025-02-07 21:00:00,2025-02-07,C14370,R03,A03,108.0,10,UPI,Completed,True
O0063040,2025-02-07 21:00:00,2025-02-07,C08492,R03,A03,540.0,0,UPI,Completed,False
O0063041,2025-02-07 18:00:00,2025-02-07,C11746,R03,A03,228.0,5,Card,Completed,True
O0063042,2025-02-07 21:00:00,2025-02-07,C15251,R03,A03,549.0,10,Card,Completed,True
O0063043,2025-02-07 19:00:00,2025-02-07,C08368,R03,A03,272.0,20,UPI,Completed,True
O0063044,2025-02-07 21:00:00,2025-02-07,C14867,R03,A03,210.0,0,UPI,Completed,False
O0063045,2025-02-07 21:00:00,2025-02-07,C17641,R03,A03,230.0,0,Wallet,Completed,False
O0063046,2025-02-07 18:00:00,2025-02-07,C13230,R03,A03,663.0,15,Card,Completed,True
O0063047,2025-02-07 18:00:00,2025-02-07,C09047,R03,A03,320.0,0,UPI,Completed,False
O0063048,2025-02-07 13:00:00,2025-02-07,C14658,R03,A03,342.0,5,Card,Completed,True
O0063049,2025-02-07 12:00:00,2025-02-07,C13821,R03,A03,120.0,0,Card,Completed,False
O0063050,2025-02-07 11:00:00,2025-02-07,C01061,R03,A03,260.0,0,Card,Completed,False
O0063051,2025-02-07 21:00:00,2025-02-07,C07037,R03,A03,1050.0,0,UPI,Completed,False
O0063052,2025-02-07 21:00:00,2025-02-07,C14403,R03,A03,750.0,0,Card,Completed,False
O0063053,2025-02-07 11:00:00,2025-02-07,C00081,R03,A03,660.0,0,Card,Completed,False
