order_item_id,order_id,dish_id,quantity,selling_price,discount,revenue,ingredient_cost,profit
I00097886,O0066895,D04,2,320.0,0,640.0,296,253.376
I00097887,O0066896,D13,2,120.0,0,240.0,68,138.01600000000002
I00097888,O0066897,D11,2,210.0,10,378.0,148,170.52800000000002
I00097889,O0066898,D08,1,180.0,0,180.0,58,96.512
I00097890,O0066899,D18,2,280.0,0,560.0,224,256.704
I00097891,O0066899,D01,1,260.0,0,260.0,92,131.184
I00097892,O0066899,D03,1,240.0,0,240.0,96,110.016
I00097893,O0066900,D02,1,340.0,0,340.0,156,135.856
I00097894,O0066900,D01,2,260.0,0,520.0,184,262.368
I00097895,O0066900,D11,1,210.0,0,210.0,74,106.26400000000001
I00097896,O0066901,D01,1,260.0,0,260.0,92,131.184
I00097897,O0066901,D09,1,220.0,0,220.0,78,110.848
I00097898,O0066902,D10,3,230.0,0,690.0,252,340.296
I00097899,O0066903,D05,2,390.0,0,780.0,296,373.552
I00097900,O0066904,D01,1,260.0,0,260.0,92,131.184
I00097901,O0066905,D10,1,230.0,10,207.0,84,90.432
I00097902,O0066906,D14,3,150.0,0,450.0,138,248.28
I00097903,O0066906,D03,1,240.0,0,240.0,96,110.016
I00097904,O0066907,D12,1,360.0,15,306.0,165,90.024
I00097905,O0066908,D13,2,120.0,0,240.0,68,138.01600000000002
I00097906,O0066909,D11,2,210.0,0,420.0,148,212.52800000000002
I00097907,O0066909,D02,2,340.0,0,680.0,312,271.712
I00097908,O0066909,D04,2,320.0,0,640.0,296,253.376
I00097909,O0066910,D17,2,220.0,0,440.0,164,213.696
I00097910,O0066911,D06,1,460.0,5,437.0,186,185.864
I00097911,O0066911,D02,1,340.0,5,323.0,156,118.85600000000001
I00097912,O0066912,D07,1,190.0,0,190.0,62,101.096
I00097913,O0066912,D14,2,150.0,0,300.0,92,165.52
I00097914,O0066913,D03,2,240.0,0,480.0,192,220.032
I00097915,O0066914,D15,1,160.0,0,160.0,42,95.344
I00097916,O0066915,D15,1,160.0,15,136.0,42,71.344
I00097917,O0066915,D04,1,320.0,15,272.0,148,78.688
I00097918,O0066916,D06,1,460.0,10,414.0,186,162.864
I00097919,O0066917,D07,1,190.0,0,190.0,62,101.096
I00097920,O0066917,D17,2,220.0,0,440.0,164,213.696
I00097921,O0066918,D16,2,110.0,0,220.0,56,132.848
I00097922,O0066918,D10,2,230.0,0,460.0,168,226.864
I00097923,O0066919,D09,2,220.0,0,440.0,156,221.696
I00097924,O0066920,D08,2,180.0,0,360.0,116,193.024
I00097925,O0066921,D03,1,240.0,0,240.0,96,110.016
I00097926,O0066921,D06,1,460.0,0,460.0,186,208.864
I00097927,O0066922,D17,1,220.0,0,220.0,82,106.848
I00097928,O0066923,D02,1,340.0,0,340.0,156,135.856
I00097929,O0066923,D13,1,120.0,0,120.0,34,69.00800000000001
I00097930,O0066924,D03,2,240.0,10,432.0,192,168.0
I00097931,O0066925,D03,1,240.0,0,240.0,96,108.0
I00097932,O0066925,D10,1,230.0,0,230.0,84,111.5
I00097933,O0066926,D08,1,180.0,0,180.0,58,95.0
I00097934,O0066926,D04,1,320.0,0,320.0,148,124.0
I00097935,O0066927,D08,1,180.0,0,180.0,58,95.0
I00097936,O0066927,D06,1,460.0,0,460.0,186,205.0
I00097937,O0066928,D04,1,320.0,0,320.0,148,124.0
I00097938,O0066928,D12,1,360.0,0,360.0,165,141.0
I00097939,O0066929,D02,2,340.0,0,680.0,312,266.0
I00097940,O0066930,D18,1,280.0,0,280.0,112,126.0
I00097941,O0066930,D16,1,110.0,0,110.0,28,65.5
I00097942,O0066931,D01,2,260.0,0,520.0,184,258.0
I00097943,O0066932,D07,1,190.0,0,190.0,62,99.5
I00097944,O0066932,D12,2,360.0,0,720.0,330,282.0
I00097945,O0066932,D05,1,390.0,0,390.0,148,183.5
I00097946,O0066933,D15,1,160.0,5,152.0,42,86.0
I00097947,O0066933,D07,1,190.0,5,180.5,62,90.0
I00097948,O0066934,D05,1,390.0,10,351.0,148,144.5
I00097949,O0066935,D18,1,280.0,0,280.0,112,126.0
I00097950,O0066936,D18,2,280.0,0,560.0,224,252.0
I00097951,O0066936,D10,3,230.0,0,690.0,252,334.5
I00097952,O0066937,D07,1,190.0,0,190.0,62,99.5
I00097953,O0066938,D12,1,360.0,0,360.0,165,141.0
I00097954,O0066939,D07,1,190.0,0,190.0,62,99.5
I00097955,O0066940,D05,1,390.0,0,390.0,148,183.5
I00097956,O0066940,D18,2,280.0,0,560.0,224,252.0
I00097957,O0066941,D09,1,220.0,15,187.0,78,76.0
I00097958,O0066942,D16,1,110.0,0,110.0,28,65.5
I00097959,O0066943,D02,2,340.0,0,680.0,312,266.0
I00097960,O0066944,D01,1,260.0,0,260.0,92,129.0
I00097961,O0066945,D06,1,460.0,0,460.0,186,205.0
I00097962,O0066946,D09,2,220.0,0,440.0,156,225.92000000000002
I00097963,O0066947,D12,1,360.0,0,360.0,165,147.48000000000002
I00097964,O0066948,D05,3,390.0,0,1170.0,444,571.56
I00097965,O0066948,D18,1,280.0,0,280.0,112,131.04
I00097966,O0066949,D04,1,320.0,5,304.0,148,113.75999999999999
I00097967,O0066950,D08,1,180.0,0,180.0,58,98.24000000000001
I00097968,O0066951,D10,1,230.0,0,230.0,84,115.64
I00097969,O0066951,D12,1,360.0,0,360.0,165,147.48000000000002
I00097970,O0066952,D05,2,390.0,0,780.0,296,381.03999999999996
I00097971,O0066952,D10,1,230.0,0,230.0,84,115.64
I00097972,O0066953,D04,1,320.0,0,320.0,148,129.76
I00097973,O0066954,D01,1,260.0,10,234.0,92,107.68
I00097974,O0066955,D14,1,150.0,10,135.0,46,69.2
I00097975,O0066955,D14,1,150.0,10,135.0,46,69.2
I00097976,O0066956,D11,1,210.0,0,210.0,74,108.28
I00097977,O0066957,D12,1,360.0,0,360.0,165,147.48000000000002
I00097978,O0066957,D12,1,360.0,0,360.0,165,147.48000000000002
I00097979,O0066958,D04,2,320.0,0,640.0,296,259.52
I00097980,O0066959,D07,1,190.0,0,190.0,62,102.92
I00097981,O0066960,D06,3,460.0,15,1173.0,558,432.84000000000003
I00097982,O0066961,D14,1,150.0,10,135.0,46,69.2
I00097983,O0066961,D10,1,230.0,10,207.0,84,92.64
I00097984,O0066962,D07,1,190.0,5,180.5,62,93.42
I00097985,O0066963,D05,1,390.0,0,390.0,148,198.94400000000002
I00097986,O0066963,D10,2,230.0,0,460.0,168,241.216
I00097987,O0066964,D18,1,280.0,0,280.0,112,137.088
I00097988,O0066965,D14,1,150.0,0,150.0,46,87.44
I00097989,O0066966,D08,3,180.0,0,540.0,174,306.384
I00097990,O0066967,D02,1,340.0,0,340.0,156,146.464
I00097991,O0066967,D10,1,230.0,0,230.0,84,120.608
I00097992,O0066968,D08,1,180.0,0,180.0,58,102.128
I00097993,O0066968,D14,1,150.0,0,150.0,46,87.44
I00097994,O0066969,D14,1,150.0,15,127.5,46,64.94
I00097995,O0066970,D04,1,320.0,15,272.0,148,88.672
I00097996,O0066971,D08,1,180.0,0,180.0,58,102.128
I00097997,O0066971,D01,1,260.0,0,260.0,92,139.296
I00097998,O0066971,D18,3,280.0,0,840.0,336,411.264
I00097999,O0066972,D02,1,340.0,0,340.0,156,146.464
I00098000,O0066973,D18,2,280.0,20,448.0,224,162.176
I00098001,O0066974,D16,2,110.0,0,220.0,56,139.712
I00098002,O0066975,D04,1,320.0,0,320.0,148,142.048
I00098003,O0066976,D06,1,460.0,0,460.0,186,230.94400000000002
I00098004,O0066976,D09,1,220.0,0,220.0,78,121.408
I00098005,O0066976,D05,1,390.0,0,390.0,148,205.496
I00098006,O0066977,D14,2,150.0,0,300.0,92,179.92
I00098007,O0066977,D07,1,190.0,0,190.0,62,110.216
I00098008,O0066978,D12,3,360.0,0,1080.0,495,483.91200000000003
I00098009,O0066979,D17,1,220.0,0,220.0,82,117.408
I00098010,O0066979,D07,1,190.0,0,190.0,62,110.216
I00098011,O0066980,D05,1,390.0,0,390.0,148,205.496
I00098012,O0066980,D01,1,260.0,0,260.0,92,143.664
I00098013,O0066981,D01,1,260.0,0,260.0,92,143.664
I00098014,O0066982,D17,1,220.0,10,198.0,82,95.408
I00098015,O0066983,D18,2,280.0,0,560.0,224,283.584
I00098016,O0066984,D09,3,220.0,0,660.0,234,364.224
I00098017,O0066985,D03,1,240.0,0,240.0,96,121.536
I00098018,O0066986,D18,2,280.0,0,560.0,224,283.584
I00098019,O0066987,D02,2,340.0,0,680.0,312,304.352
I00098020,O0066988,D16,1,110.0,0,110.0,28,71.70400000000001
I00098021,O0066988,D01,1,260.0,0,260.0,92,143.664
I00098022,O0066989,D10,2,230.0,10,414.0,168,202.94400000000002
I00098023,O0066990,D01,1,260.0,0,260.0,92,143.664
I00098024,O0066990,D07,1,190.0,0,190.0,62,110.216
I00098025,O0066991,D13,1,120.0,5,114.0,34,68.768
I00098026,O0066991,D18,1,280.0,5,266.0,112,127.792
I00098027,O0066992,D01,1,260.0,0,260.0,92,143.664
I00098028,O0066992,D07,1,190.0,0,190.0,62,110.216
I00098029,O0066993,D01,1,260.0,0,260.0,92,141.792
I00098030,O0066994,D03,1,240.0,15,204.0,96,83.808
I00098031,O0066995,D05,1,390.0,0,390.0,148,202.688
I00098032,O0066996,D05,1,390.0,0,390.0,148,202.688
I00098033,O0066997,D17,1,220.0,0,220.0,82,115.824
I00098034,O0066998,D16,1,110.0,0,110.0,28,70.912
I00098035,O0066999,D04,2,320.0,0,640.0,296,279.488
I00098036,O0066999,D01,1,260.0,0,260.0,92,141.792
I00098037,O0067000,D05,1,390.0,0,390.0,148,202.688
I00098038,O0067000,D18,2,280.0,0,560.0,224,279.552
I00098039,O0067001,D17,1,220.0,0,220.0,82,115.824
I00098040,O0067002,D01,2,260.0,0,520.0,184,283.584
I00098041,O0067002,D15,1,160.0,0,160.0,42,101.872
I00098042,O0067003,D15,1,160.0,0,160.0,42,101.872
I00098043,O0067004,D04,2,320.0,0,640.0,296,279.488
I00098044,O0067004,D04,1,320.0,0,320.0,148,139.744
I00098045,O0067005,D02,1,340.0,0,340.0,156,149.728
I00098046,O0067006,D05,1,390.0,0,390.0,148,202.688
I00098047,O0067007,D13,3,120.0,0,360.0,102,221.712
I00098048,O0067008,D08,1,180.0,0,180.0,58,103.856
I00098049,O0067008,D01,1,260.0,0,260.0,92,141.792
I00098050,O0067008,D05,3,390.0,0,1170.0,444,608.064
I00098051,O0067009,D12,1,360.0,0,360.0,165,158.712
I00098052,O0067010,D05,1,390.0,0,390.0,148,202.688
I00098053,O0067011,D01,1,260.0,0,260.0,92,141.792
I00098054,O0067012,D08,2,180.0,5,342.0,116,181.936
I00098055,O0067012,D02,1,340.0,5,323.0,156,125.384
I00098056,O0067013,D12,1,360.0,0,360.0,165,150.936
I00098057,O0067014,D05,1,390.0,0,390.0,148,194.264
I00098058,O0067015,D09,1,220.0,0,220.0,78,115.072
I00098059,O0067016,D01,2,260.0,0,520.0,184,272.352
I00098060,O0067017,D17,1,220.0,0,220.0,82,111.072
I00098061,O0067018,D01,3,260.0,0,780.0,276,408.528
I00098062,O0067019,D10,2,230.0,15,391.0,168,166.696
I00098063,O0067020,D18,1,280.0,0,280.0,112,133.728
I00098064,O0067021,D08,1,180.0,0,180.0,58,99.968
I00098065,O0067021,D15,1,160.0,0,160.0,42,98.416
I00098066,O0067022,D13,1,120.0,0,120.0,34,71.312
I00098067,O0067023,D07,1,190.0,0,190.0,62,104.744
I00098068,O0067024,D07,1,190.0,0,190.0,62,104.744
I00098069,O0067025,D16,1,110.0,5,104.5,28,63.036
I00098070,O0067025,D02,2,340.0,5,646.0,312,250.768
I00098071,O0067026,D15,1,160.0,0,160.0,42,98.416
I00098072,O0067027,D08,1,180.0,10,162.0,58,81.968
I00098073,O0067028,D18,2,280.0,0,560.0,224,267.456
I00098074,O0067028,D14,2,150.0,0,300.0,92,171.28
I00098075,O0067028,D01,1,260.0,0,260.0,92,136.176
I00098076,O0067029,D03,1,240.0,10,216.0,96,90.624
I00098077,O0067030,D01,1,260.0,0,260.0,92,136.176
I00098078,O0067030,D02,1,340.0,0,340.0,156,142.38400000000001
I00098079,O0067030,D18,1,280.0,0,280.0,112,133.728
I00098080,O0067031,D04,1,320.0,5,304.0,148,116.832
I00098081,O0067032,D03,1,240.0,0,240.0,96,114.624
I00098082,O0067033,D18,1,280.0,0,280.0,112,133.728
I00098083,O0067033,D01,1,260.0,0,260.0,92,136.176
I00098084,O0067034,D09,1,220.0,0,220.0,78,115.072
I00098085,O0067035,D01,1,260.0,0,260.0,92,136.176
I00098086,O0067036,D10,1,230.0,10,207.0,84,94.848
I00098087,O0067036,D06,1,460.0,10,414.0,186,171.696
I00098088,O0067037,D13,1,120.0,0,120.0,34,71.312
I00098089,O0067037,D05,1,390.0,0,390.0,148,194.264
I00098090,O0067038,D02,1,340.0,15,289.0,156,97.096
I00098091,O0067039,D03,1,240.0,0,240.0,96,118.656
I00098092,O0067039,D02,1,340.0,0,340.0,156,148.096
I00098093,O0067040,D13,2,120.0,0,240.0,68,146.656
I00098094,O0067041,D08,2,180.0,0,360.0,116,205.984
I00098095,O0067042,D04,1,320.0,0,320.0,148,138.208
I00098096,O0067043,D04,3,320.0,0,960.0,444,414.624
I00098097,O0067043,D05,1,390.0,0,390.0,148,200.816
I00098098,O0067043,D06,1,460.0,0,460.0,186,225.424
I00098099,O0067044,D15,2,160.0,5,304.0,84,186.208
I00098100,O0067045,D01,2,260.0,0,520.0,184,281.088
I00098101,O0067045,D14,1,150.0,0,150.0,46,88.16
I00098102,O0067046,D03,1,240.0,0,240.0,96,118.656
I00098103,O0067047,D06,1,460.0,0,460.0,186,225.424
I00098104,O0067048,D03,1,240.0,0,240.0,96,118.656
I00098105,O0067048,D02,1,340.0,0,340.0,156,148.096
I00098106,O0067049,D14,1,150.0,15,127.5,46,65.66
I00098107,O0067050,D18,1,280.0,10,252.0,112,110.432
I00098108,O0067051,D05,1,390.0,0,390.0,148,200.816
I00098109,O0067052,D15,1,160.0,0,160.0,42,101.104
I00098110,O0067053,D02,2,340.0,0,680.0,312,296.192
I00098111,O0067054,D01,3,260.0,0,780.0,276,421.632
I00098112,O0067055,D05,1,390.0,0,390.0,148,200.816
I00098113,O0067056,D16,3,110.0,0,330.0,84,199.272
I00098114,O0067056,D04,2,320.0,0,640.0,296,253.376
I00098115,O0067057,D13,1,120.0,0,120.0,34,69.00800000000001
I00098116,O0067058,D17,2,220.0,0,440.0,164,213.696
I00098117,O0067058,D17,1,220.0,0,220.0,82,106.848
I00098118,O0067058,D18,1,280.0,0,280.0,112,128.352
I00098119,O0067059,D14,1,150.0,0,150.0,46,82.76
I00098120,O0067060,D17,1,220.0,0,220.0,82,106.848
I00098121,O0067061,D06,1,460.0,0,460.0,186,208.864
I00098122,O0067062,D01,1,260.0,0,260.0,92,131.184
I00098123,O0067063,D01,2,260.0,0,520.0,184,262.368
I00098124,O0067064,D03,1,240.0,0,240.0,96,110.016
I00098125,O0067065,D10,2,230.0,0,460.0,168,226.864
I00098126,O0067065,D10,1,230.0,0,230.0,84,113.432
I00098127,O0067066,D15,2,160.0,0,320.0,84,190.688
I00098128,O0067067,D14,1,150.0,0,150.0,46,82.76
I00098129,O0067067,D08,3,180.0,0,540.0,174,289.536
I00098130,O0067068,D02,1,340.0,0,340.0,156,135.856
I00098131,O0067068,D08,1,180.0,0,180.0,58,96.512
I00098132,O0067069,D11,2,210.0,0,420.0,148,212.52800000000002
I00098133,O0067070,D05,1,390.0,5,370.5,148,167.276
I00098134,O0067071,D17,1,220.0,0,220.0,82,106.848
I00098135,O0067071,D18,2,280.0,0,560.0,224,256.704
I00098136,O0067072,D06,1,460.0,0,460.0,186,205.0
I00098137,O0067073,D18,1,280.0,5,266.0,112,112.0
I00098138,O0067074,D06,2,460.0,0,920.0,372,410.0
I00098139,O0067075,D08,1,180.0,0,180.0,58,95.0
I00098140,O0067075,D13,1,120.0,0,120.0,34,68.0
I00098141,O0067075,D14,1,150.0,0,150.0,46,81.5
I00098142,O0067076,D08,2,180.0,0,360.0,116,190.0
I00098143,O0067077,D01,1,260.0,0,260.0,92,129.0
I00098144,O0067078,D17,1,220.0,10,198.0,82,83.0
I00098145,O0067078,D13,2,120.0,10,216.0,68,112.0
I00098146,O0067079,D09,1,220.0,15,187.0,78,76.0
I00098147,O0067079,D04,1,320.0,15,272.0,148,76.0
I00098148,O0067080,D04,1,320.0,0,320.0,148,124.0
I00098149,O0067081,D12,1,360.0,0,360.0,165,141.0
I00098150,O0067082,D04,1,320.0,5,304.0,148,108.0
I00098151,O0067082,D12,1,360.0,5,342.0,165,123.0
I00098152,O0067083,D12,2,360.0,0,720.0,330,282.0
I00098153,O0067084,D05,1,390.0,0,390.0,148,183.5
I00098154,O0067085,D13,1,120.0,0,120.0,34,68.0
I00098155,O0067085,D10,2,230.0,0,460.0,168,223.0
I00098156,O0067086,D09,2,220.0,10,396.0,156,174.0
I00098157,O0067086,D08,1,180.0,10,162.0,58,77.0
I00098158,O0067087,D04,1,320.0,0,320.0,148,124.0
I00098159,O0067088,D16,1,110.0,0,110.0,28,65.5
I00098160,O0067089,D14,1,150.0,0,150.0,46,81.5
I00098161,O0067090,D05,1,390.0,0,390.0,148,183.5
I00098162,O0067090,D11,1,210.0,0,210.0,74,104.5
I00098163,O0067091,D12,1,360.0,10,324.0,165,105.0
I00098164,O0067091,D09,1,220.0,10,198.0,78,87.0
I00098165,O0067091,D08,1,180.0,10,162.0,58,77.0
I00098166,O0067092,D05,2,390.0,0,780.0,296,367.0
I00098167,O0067093,D17,1,220.0,10,198.0,82,83.0
I00098168,O0067093,D09,1,220.0,10,198.0,78,87.0
I00098169,O0067093,D05,1,390.0,10,351.0,148,144.5
I00098170,O0067094,D02,1,340.0,0,340.0,156,133.0
I00098171,O0067095,D02,2,340.0,0,680.0,312,278.24
I00098172,O0067096,D09,1,220.0,0,220.0,78,112.96000000000001
I00098173,O0067097,D14,1,150.0,0,150.0,46,84.2
I00098174,O0067097,D09,1,220.0,0,220.0,78,112.96000000000001
I00098175,O0067097,D02,1,340.0,0,340.0,156,139.12
I00098176,O0067098,D10,2,230.0,0,460.0,168,231.28
I00098177,O0067099,D06,1,460.0,0,460.0,186,213.28
I00098178,O0067099,D08,1,180.0,0,180.0,58,98.24000000000001
I00098179,O0067099,D13,1,120.0,0,120.0,34,70.16
I00098180,O0067100,D05,2,390.0,0,780.0,296,381.03999999999996
I00098181,O0067100,D03,2,240.0,0,480.0,192,224.64
I00098182,O0067101,D18,1,280.0,0,280.0,112,131.04
I00098183,O0067101,D14,1,150.0,0,150.0,46,84.2
I00098184,O0067102,D12,1,360.0,0,360.0,165,147.48000000000002
I00098185,O0067103,D07,2,190.0,0,380.0,124,205.84
I00098186,O0067104,D07,3,190.0,10,513.0,186,251.76
I00098187,O0067105,D09,1,220.0,0,220.0,78,112.96000000000001
I00098188,O0067106,D11,2,210.0,5,399.0,148,195.56
I00098189,O0067106,D05,1,390.0,5,370.5,148,171.01999999999998
I00098190,O0067107,D02,1,340.0,0,340.0,156,139.12
I00098191,O0067108,D02,1,340.0,0,340.0,156,139.12
I00098192,O0067109,D07,1,190.0,0,190.0,62,102.92
I00098193,O0067110,D05,2,390.0,0,780.0,296,381.03999999999996
I00098194,O0067111,D10,1,230.0,0,230.0,84,115.64
I00098195,O0067112,D07,1,190.0,0,190.0,62,102.92
I00098196,O0067113,D10,1,230.0,5,218.5,84,104.14
I00098197,O0067114,D10,1,230.0,0,230.0,84,115.64
I00098198,O0067115,D15,1,160.0,0,160.0,42,96.88
I00098199,O0067115,D08,1,180.0,0,180.0,58,98.24000000000001
I00098200,O0067116,D03,1,240.0,0,240.0,96,112.32
I00098201,O0067117,D05,1,390.0,10,351.0,148,151.51999999999998
I00098202,O0067117,D05,3,390.0,10,1053.0,444,454.55999999999995
I00098203,O0067118,D14,1,150.0,15,127.5,46,61.7
I00098204,O0067118,D01,1,260.0,15,221.0,92,94.68
I00098205,O0067119,D13,1,120.0,0,120.0,34,70.16
I00098206,O0067120,D18,1,280.0,0,280.0,112,131.04
I00098207,O0067121,D08,1,180.0,0,180.0,58,98.24000000000001
I00098208,O0067122,D08,2,180.0,0,360.0,116,196.48000000000002
I00098209,O0067123,D16,1,110.0,10,99.0,28,56.480000000000004
I00098210,O0067123,D05,2,390.0,10,702.0,296,303.03999999999996
I00098211,O0067124,D13,2,120.0,0,240.0,68,140.32
I00098212,O0067125,D04,2,320.0,0,640.0,296,259.52
I00098213,O0067125,D02,2,340.0,0,680.0,312,278.24
I00098214,O0067125,D17,2,220.0,0,440.0,164,217.92000000000002
I00098215,O0067126,D03,2,240.0,15,408.0,192,152.64
I00098216,O0067126,D11,3,210.0,15,535.5,222,230.34
I00098217,O0067126,D15,2,160.0,15,272.0,84,145.76
I00098218,O0067127,D03,1,240.0,0,240.0,96,112.32
I00098219,O0067128,D06,2,460.0,15,782.0,372,288.56
I00098220,O0067128,D13,2,120.0,15,204.0,68,104.32
I00098221,O0067129,D15,1,160.0,15,136.0,42,76.336
I00098222,O0067130,D03,2,240.0,15,408.0,192,163.008
I00098223,O0067131,D16,1,110.0,10,99.0,28,58.856
I00098224,O0067132,D16,1,110.0,15,93.5,28,53.356
I00098225,O0067133,D02,1,340.0,0,340.0,156,146.464
I00098226,O0067133,D08,1,180.0,0,180.0,58,102.128
I00098227,O0067133,D13,1,120.0,0,120.0,34,72.752
I00098228,O0067134,D05,1,390.0,0,390.0,148,198.94400000000002
I00098229,O0067134,D10,1,230.0,0,230.0,84,120.608
I00098230,O0067135,D07,1,190.0,0,190.0,62,107.024
I00098231,O0067136,D04,2,320.0,0,640.0,296,273.344
I00098232,O0067136,D16,1,110.0,0,110.0,28,69.856
I00098233,O0067137,D12,1,360.0,0,360.0,165,155.256
I00098234,O0067137,D09,2,220.0,0,440.0,156,235.424
I00098235,O0067138,D10,1,230.0,0,230.0,84,120.608
I00098236,O0067138,D02,2,340.0,0,680.0,312,292.928
I00098237,O0067139,D06,2,460.0,5,874.0,372,400.432
I00098238,O0067139,D09,1,220.0,5,209.0,78,106.712
I00098239,O0067140,D04,3,320.0,0,960.0,444,410.016
I00098240,O0067141,D06,1,460.0,0,460.0,186,223.216
I00098241,O0067141,D04,2,320.0,0,640.0,296,273.344
I00098242,O0067142,D03,1,240.0,0,240.0,96,117.504
I00098243,O0067143,D04,1,320.0,0,320.0,148,136.672
I00098244,O0067144,D01,1,260.0,0,260.0,92,139.296
I00098245,O0067145,D05,1,390.0,0,390.0,148,198.94400000000002
I00098246,O0067145,D07,3,190.0,0,570.0,186,321.072
I00098247,O0067145,D08,1,180.0,0,180.0,58,102.128
I00098248,O0067146,D04,2,320.0,0,640.0,296,273.344
I00098249,O0067147,D12,1,360.0,5,342.0,165,137.256
I00098250,O0067148,D02,1,340.0,10,306.0,156,112.464
I00098251,O0067149,D03,1,240.0,0,240.0,96,117.504
I00098252,O0067150,D08,3,180.0,10,486.0,174,252.38400000000001
I00098253,O0067150,D07,1,190.0,10,171.0,62,88.024
I00098254,O0067150,D07,1,190.0,10,171.0,62,88.024
I00098255,O0067151,D05,1,390.0,0,390.0,148,205.496
I00098256,O0067152,D06,2,460.0,5,874.0,372,415.88800000000003
I00098257,O0067153,D08,1,180.0,0,180.0,58,105.152
I00098258,O0067153,D13,1,120.0,0,120.0,34,74.768
I00098259,O0067153,D18,1,280.0,0,280.0,112,141.792
I00098260,O0067154,D01,2,260.0,10,468.0,184,235.328
I00098261,O0067154,D15,1,160.0,10,144.0,42,87.024
I00098262,O0067155,D10,1,230.0,10,207.0,84,101.47200000000001
I00098263,O0067155,D13,1,120.0,10,108.0,34,62.768
I00098264,O0067156,D13,1,120.0,0,120.0,34,74.768
I00098265,O0067156,D10,1,230.0,0,230.0,84,124.47200000000001
I00098266,O0067157,D05,1,390.0,0,390.0,148,205.496
I00098267,O0067158,D12,2,360.0,10,648.0,330,250.608
I00098268,O0067158,D16,2,110.0,10,198.0,56,121.408
I00098269,O0067159,D16,1,110.0,0,110.0,28,71.70400000000001
I00098270,O0067160,D07,1,190.0,10,171.0,62,89.848
I00098271,O0067161,D07,2,190.0,0,380.0,124,217.696
I00098272,O0067162,D02,1,340.0,0,340.0,156,149.728
I00098273,O0067162,D05,1,390.0,0,390.0,148,202.688
I00098274,O0067163,D18,1,280.0,0,280.0,112,139.776
I00098275,O0067164,D04,2,320.0,0,640.0,296,279.488
I00098276,O0067164,D11,1,210.0,0,210.0,74,114.832
I00098277,O0067165,D07,2,190.0,10,342.0,124,179.696
I00098278,O0067165,D15,1,160.0,10,144.0,42,85.872
I00098279,O0067166,D01,1,260.0,0,260.0,92,141.792
I00098280,O0067167,D03,1,240.0,0,240.0,96,119.808
I00098281,O0067168,D06,1,460.0,0,460.0,186,227.632
I00098282,O0067169,D10,1,230.0,0,230.0,84,117.848
I00098283,O0067170,D11,3,210.0,10,567.0,222,267.88800000000003
I00098284,O0067171,D15,1,160.0,0,160.0,42,98.416
I00098285,O0067172,D06,1,460.0,0,460.0,186,217.696
I00098286,O0067173,D01,1,260.0,0,260.0,92,136.176
I00098287,O0067174,D02,1,340.0,0,340.0,156,142.38400000000001
I00098288,O0067175,D11,1,210.0,0,210.0,74,110.29599999999999
I00098289,O0067175,D02,3,340.0,0,1020.0,468,427.152
I00098290,O0067175,D12,1,360.0,0,360.0,165,150.936
I00098291,O0067176,D02,1,340.0,0,340.0,156,142.38400000000001
I00098292,O0067177,D10,1,230.0,10,207.0,84,94.848
I00098293,O0067177,D13,1,120.0,10,108.0,34,59.312
I00098294,O0067178,D07,1,190.0,0,190.0,62,104.744
I00098295,O0067178,D05,2,390.0,0,780.0,296,388.528
I00098296,O0067179,D04,1,320.0,0,320.0,148,132.832
I00098297,O0067180,D14,1,150.0,0,150.0,46,85.64
I00098298,O0067180,D11,1,210.0,0,210.0,74,110.29599999999999
I00098299,O0067181,D10,1,230.0,0,230.0,84,117.848
I00098300,O0067182,D17,2,220.0,0,440.0,164,222.144
I00098301,O0067183,D17,3,220.0,0,660.0,246,333.216
I00098302,O0067184,D12,1,360.0,0,360.0,165,150.936
I00098303,O0067185,D15,1,160.0,0,160.0,42,98.416
I00098304,O0067186,D12,1,360.0,0,360.0,165,150.936
I00098305,O0067187,D09,1,220.0,0,220.0,78,115.072
I00098306,O0067187,D10,3,230.0,0,690.0,252,353.544
I00098307,O0067188,D04,1,320.0,0,320.0,148,132.832
I00098308,O0067188,D16,1,110.0,0,110.0,28,68.536
I00098309,O0067189,D09,3,220.0,0,660.0,234,345.216
I00098310,O0067190,D14,2,150.0,0,300.0,92,171.28
I00098311,O0067191,D06,1,460.0,0,460.0,186,217.696
I00098312,O0067192,D05,2,390.0,0,780.0,296,388.528
I00098313,O0067193,D12,1,360.0,5,342.0,165,138.984
I00098314,O0067194,D07,1,190.0,0,190.0,62,107.936
I00098315,O0067195,D10,2,230.0,0,460.0,168,243.424
I00098316,O0067196,D15,1,160.0,0,160.0,42,101.104
I00098317,O0067196,D14,2,150.0,0,300.0,92,176.32
I00098318,O0067197,D06,2,460.0,0,920.0,372,450.848
I00098319,O0067198,D08,1,180.0,0,180.0,58,102.992
I00098320,O0067198,D10,2,230.0,0,460.0,168,243.424
I00098321,O0067199,D02,3,340.0,0,1020.0,468,444.288
I00098322,O0067200,D02,1,340.0,0,340.0,156,148.096
I00098323,O0067201,D01,1,260.0,0,260.0,92,140.544
I00098324,O0067202,D11,2,210.0,0,420.0,148,227.648
I00098325,O0067202,D07,2,190.0,0,380.0,124,215.872
I00098326,O0067203,D11,1,210.0,0,210.0,74,113.824
I00098327,O0067203,D15,1,160.0,0,160.0,42,101.104
I00098328,O0067203,D07,2,190.0,0,380.0,124,215.872
